0.0407428 0.000685465 0.0193449 -0.017974
0.0808293 0.0158552 0.0143856 0.0173248
0.120318 -0.00130176 0.0140829 -0.0166864
0.0407428 0.000685465 0.0193449 -0.017974
2.0105 3.12106 4.7335 1.50862
3.44352 3.06403 5.01342 1.11465
0.0407428 0.000685465 0.0193449 -0.017974
0.0808293 0.0158552 0.0143856 0.0173248
0.120318 -0.00130176 0.0140829 -0.0166864
2.0105 3.12106 4.7335 1.50862
3.44352 3.06403 5.01342 1.11465
2.0105 3.12106 4.7335 1.50862
3.44352 3.06403 5.01342 1.11465
2.0105 3.12106 4.7335 1.50862
3.44352 3.06403 5.01342 1.11465
2.0105 3.12106 4.7335 1.50862
3.44352 3.06403 5.01342 1.11465
0.0810854 0.0159538 0.0145401 0.0173675
0.120573 -0.00126904 0.0140416 -0.0165796
0.0407428 0.000685465 0.0193449 -0.017974
0.0808293 0.0158552 0.0143856 0.0173248
0.120318 -0.00130176 0.0140829 -0.0166864
0.159446 0.00527149 0.0333762 -0.0228333
0.19832 0.0141831 0.0157983 0.0125679
0.236985 -0.00249924 0.0121371 -0.0171356
0.275466 -0.00116518 0.0135644 -0.0158948
0.313778 0.000913909 -0.0133857 0.0152135
0.351937 0.00100014 -0.0126002 0.0146005
0.389953 8.4225e-05 -0.0180392 0.0182076
0.0407428 0.000685465 0.0193449 -0.017974
0.0808293 0.0158552 0.0143856 0.0173248
0.120318 -0.00130176 0.0140829 -0.0166864
0.159446 0.00527149 0.0333762 -0.0228333
0.19832 0.0141831 0.0157983 0.0125679
0.236985 -0.00249924 0.0121371 -0.0171356
0.275466 -0.00116518 0.0135644 -0.0158948
0.313778 0.000913909 -0.0133857 0.0152135
0.351937 0.00100014 -0.0126002 0.0146005
0.389953 8.4225e-05 -0.0180392 0.0182076
0.428361 -7.84941e-05 -0.0189812 0.0188242
0.466114 -0.000147355 -0.0187124 0.0184177
0.503747 0.0176951 0.0177845 0.0176058
0.541265 0.0166349 0.016519 0.0167508
0.578673 0.0154799 0.0150719 0.015888
0.615977 0.0142815 0.0135195 0.0150435
0.653182 0.0305867 0.0447397 0.0164338
0.69029 -0.0136877 -0.0438285 0.0164531
0.727307 -0.0118181 -0.0394627 0.0158264
0.764235 -0.0103259 -0.0356664 0.0150147
0.0407428 0.000685465 0.0193449 -0.017974
0.0808293 0.0158552 0.0143856 0.0173248
0.120318 -0.00130176 0.0140829 -0.0166864
0.159446 0.00527149 0.0333762 -0.0228333
0.19832 0.0141831 0.0157983 0.0125679
0.236985 -0.00249924 0.0121371 -0.0171356
0.275466 -0.00116518 0.0135644 -0.0158948
0.313778 0.000913909 -0.0133857 0.0152135
0.351937 0.00100014 -0.0126002 0.0146005
0.389953 8.4225e-05 -0.0180392 0.0182076
0.427835 0.000993374 -0.0127294 0.0147161
0.465589 -0.000153923 0.0173751 -0.0176829
0.503223 3.57125e-06 0.0177617 -0.0177545
0.540743 0.0169691 0.0169278 0.0170105
0.578153 0.0158445 0.0155814 0.0161077
0.615458 0.0145967 0.0139788 0.0152146
0.652664 0.0133209 0.0122665 0.0143754
0.689774 0.0299939 0.0439075 0.0160803
0.726791 -0.0134624 -0.0430749 0.0161501
0.76372 -0.0116969 -0.038841 0.0154471
0.0407428 0.000685465 0.0193449 -0.017974
0.0808293 0.0158552 0.0143856 0.0173248
0.120318 -0.00130176 0.0140829 -0.0166864
0.159446 0.00527149 0.0333762 -0.0228333
0.19832 0.0141831 0.0157983 0.0125679
0.236985 -0.00249924 0.0121371 -0.0171356
0.275466 -0.00116518 0.0135644 -0.0158948
0.313778 0.000913909 -0.0133857 0.0152135
0.351937 0.00100014 -0.0126002 0.0146005
0.389953 8.4225e-05 -0.0180392 0.0182076
0.0407428 0.000685465 0.0193449 -0.017974
0.0808293 0.0158552 0.0143856 0.0173248
0.120318 -0.00130176 0.0140829 -0.0166864
0.159446 0.00527149 0.0333762 -0.0228333
0.19832 0.0141831 0.0157983 0.0125679
0.236985 -0.00249924 0.0121371 -0.0171356
0.275466 -0.00116518 0.0135644 -0.0158948
0.313778 0.000913909 -0.0133857 0.0152135
0.351937 0.00100014 -0.0126002 0.0146005
