0.0407428 6.19821e-10 6.65299e-10 5.74344e-10
0.0808293 4.51597e-10 3.64381e-10 5.38813e-10
0.120318 4.25305e-10 3.45888e-10 5.04722e-10
0.0407428 6.19821e-10 6.65299e-10 5.74344e-10
2.0105 4.98353e-08 7.75305e-08 2.21401e-08
3.44352 4.93529e-08 6.54282e-08 3.32776e-08
0.0407428 6.19821e-10 6.65299e-10 5.74344e-10
0.0808293 4.51597e-10 3.64381e-10 5.38813e-10
0.120318 4.25305e-10 3.45888e-10 5.04722e-10
2.0105 4.98353e-08 7.75305e-08 2.21401e-08
3.44352 4.93529e-08 6.54282e-08 3.32776e-08
2.0105 4.98353e-08 7.75305e-08 2.21401e-08
3.44352 4.93529e-08 6.54282e-08 3.32776e-08
2.0105 4.98353e-08 7.75305e-08 2.21401e-08
3.44352 4.93529e-08 6.54282e-08 3.32776e-08
2.0105 4.98353e-08 7.75305e-08 2.21401e-08
3.44352 4.93529e-08 6.54282e-08 3.32776e-08
0.0810854 4.56867e-10 3.72229e-10 5.41506e-10
0.120573 4.21077e-10 3.43847e-10 4.98306e-10
0.0407428 6.19821e-10 6.65299e-10 5.74344e-10
0.0808293 4.51597e-10 3.64381e-10 5.38813e-10
0.120318 4.25305e-10 3.45888e-10 5.04722e-10
0.159446 1.44025e-09 1.92828e-09 9.52225e-10
0.19832 3.59825e-10 4.29417e-10 2.90232e-10
0.236985 3.97245e-10 2.52103e-10 5.42387e-10
0.275466 3.91142e-10 3.13357e-10 4.68928e-10
0.313778 3.67639e-10 3.0379e-10 4.31487e-10
0.351937 3.33552e-10 2.68067e-10 3.99036e-10
0.389953 5.85114e-10 5.47302e-10 6.22926e-10
0.0407428 6.19821e-10 6.65299e-10 5.74344e-10
0.0808293 4.51597e-10 3.64381e-10 5.38813e-10
0.120318 4.25305e-10 3.45888e-10 5.04722e-10
0.159446 1.44025e-09 1.92828e-09 9.52225e-10
0.19832 3.59825e-10 4.29417e-10 2.90232e-10
0.236985 3.97245e-10 2.52103e-10 5.42387e-10
0.275466 3.91142e-10 3.13357e-10 4.68928e-10
0.313778 3.67639e-10 3.0379e-10 4.31487e-10
0.351937 3.33552e-10 2.68067e-10 3.99036e-10
0.389953 5.85114e-10 5.47302e-10 6.22926e-10
0.428361 6.35975e-10 6.03692e-10 6.68259e-10
0.466114 6.13277e-10 5.84663e-10 6.41892e-10
0.503747 5.574e-10 5.26348e-10 5.88453e-10
0.541265 4.93495e-10 4.52649e-10 5.34342e-10
0.578673 4.28902e-10 3.75654e-10 4.8215e-10
0.615977 3.67428e-10 3.01358e-10 4.33497e-10
0.653182 1.90475e-09 3.29074e-09 5.18757e-10
0.69029 1.83531e-09 3.14926e-09 5.2137e-10
0.727307 1.51493e-09 2.54619e-09 4.83662e-10
0.764235 1.25541e-09 2.0744e-09 4.36419e-10
0.0407428 6.19821e-10 6.65299e-10 5.74344e-10
0.0808293 4.51597e-10 3.64381e-10 5.38813e-10
0.120318 4.25305e-10 3.45888e-10 5.04722e-10
0.159446 1.44025e-09 1.92828e-09 9.52225e-10
0.19832 3.59825e-10 4.29417e-10 2.90232e-10
0.236985 3.97245e-10 2.52103e-10 5.42387e-10
0.275466 3.91142e-10 3.13357e-10 4.68928e-10
0.313778 3.67639e-10 3.0379e-10 4.31487e-10
0.351937 3.33552e-10 2.68067e-10 3.99036e-10
0.389953 5.85114e-10 5.47302e-10 6.22926e-10
0.427835 3.39957e-10 2.71523e-10 4.08392e-10
0.465589 5.4789e-10 5.04108e-10 5.91672e-10
0.503223 5.61719e-10 5.25026e-10 5.98412e-10
0.540743 5.13185e-10 4.75355e-10 5.51016e-10
0.578153 4.48529e-10 4.015e-10 4.95558e-10
0.615458 3.82797e-10 3.22197e-10 4.43398e-10
0.652664 3.22156e-10 2.4738e-10 3.96932e-10
0.689774 1.82937e-09 3.16074e-09 4.97995e-10
0.726791 1.7687e-09 3.03377e-09 5.03632e-10
0.76372 1.46105e-09 2.4602e-09 4.61903e-10
0.0407428 6.19821e-10 6.65299e-10 5.74344e-10
0.0808293 4.51597e-10 3.64381e-10 5.38813e-10
0.120318 4.25305e-10 3.45888e-10 5.04722e-10
0.159446 1.44025e-09 1.92828e-09 9.52225e-10
0.19832 3.59825e-10 4.29417e-10 2.90232e-10
0.236985 3.97245e-10 2.52103e-10 5.42387e-10
0.275466 3.91142e-10 3.13357e-10 4.68928e-10
0.313778 3.67639e-10 3.0379e-10 4.31487e-10
0.351937 3.33552e-10 2.68067e-10 3.99036e-10
0.389953 5.85114e-10 5.47302e-10 6.22926e-10
0.0407428 6.19821e-10 6.65299e-10 5.74344e-10
0.0808293 4.51597e-10 3.64381e-10 5.38813e-10
0.120318 4.25305e-10 3.45888e-10 5.04722e-10
0.159446 1.44025e-09 1.92828e-09 9.52225e-10
0.19832 3.59825e-10 4.29417e-10 2.90232e-10
0.236985 3.97245e-10 2.52103e-10 5.42387e-10
0.275466 3.91142e-10 3.13357e-10 4.68928e-10
0.313778 3.67639e-10 3.0379e-10 4.31487e-10
0.351937 3.33552e-10 2.68067e-10 3.99036e-10
0.389953 5.85114e-10 5.47302e-10 6.22926e-10
0.0407428 6.19821e-10 6.65299e-10 5.74344e-10
0.0808293 4.51597e-10 3.64381e-10 5.38813e-10
0.120318 4.25305e-10 3.45888e-10 5.04722e-10
0.159446 1.44025e-09 1.92828e-09 9.52225e-10
0.19832 3.59825e-10 4.29417e-10 2.90232e-10
0.236985 3.97245e-10 2.52103e-10 5.42387e-10
0.275466 3.91142e-10 3.13357e-10 4.68928e-10
0.313778 3.67639e-10 3.0379e-10 4.31487e-10
0.351937 3.33552e-10 2.68067e-10 3.99036e-10
0.389953 5.85114e-10 5.47302e-10 6.22926e-10
0.0407428 6.19821e-10 6.65299e-10 5.74344e-10
0.0808293 4.51597e-10 3.64381e-10 5.38813e-10
0.120318 4.25305e-10 3.45888e-10 5.04722e-10
0.159446 1.44025e-09 1.92828e-09 9.52225e-10
0.19832 3.59825e-10 4.29417e-10 2.90232e-10
0.236985 3.97245e-10 2.52103e-10 5.42387e-10
0.275466 3.91142e-10 3.13357e-10 4.68928e-10
0.313778 3.67639e-10 3.0379e-10 4.31487e-10
0.351937 3.33552e-10 2.68067e-10 3.99036e-10
0.389953 5.85114e-10 5.47302e-10 6.22926e-10
0.428361 6.42674e-10 6.15059e-10 6.70289e-10
0.466114 6.19008e-10 5.94268e-10 6.43748e-10
0.503747 5.60958e-10 5.32898e-10 5.89019e-10
0.541265 4.95997e-10 4.57458e-10 5.34536e-10
0.578673 4.30836e-10 3.79144e-10 4.82527e-10
0.615977 3.68856e-10 3.03619e-10 4.34093e-10
0.653182 1.90504e-09 3.29068e-09 5.19397e-10
0.69029 1.83561e-09 3.1493e-09 5.2192e-10
0.727307 1.51524e-09 2.54632e-09 4.84166e-10
0.764235 1.25572e-09 2.07456e-09 4.3689e-10
0.428361 6.42674e-10 6.15059e-10 6.70289e-10
0.466114 6.19008e-10 5.94268e-10 6.43748e-10
0.503747 5.60958e-10 5.32898e-10 5.89019e-10
0.541265 4.95997e-10 4.57458e-10 5.34536e-10
0.578673 4.30836e-10 3.79144e-10 4.82527e-10
0.615977 3.68856e-10 3.03619e-10 4.34093e-10
0.653182 1.90504e-09 3.29068e-09 5.19397e-10
0.69029 1.83561e-09 3.1493e-09 5.2192e-10
0.727307 1.51524e-09 2.54632e-09 4.84166e-10
0.764235 1.25572e-09 2.07456e-09 4.3689e-10
